Title,Issn,SJR Best Quartile,Categories,Year
Applied Spectroscopy Reviews,"05704928, 1520569X",Q1,Instrumentation (Q1); Spectroscopy (Q2),2019
International Nursing Review,"14667657, 00208132",Q1,Nursing (miscellaneous) (Q1),2019
Nanotechnology Reviews,"21919097, 21919089",Q1,"Engineering (miscellaneous) (Q1); Surfaces, Coatings and Films (Q1); Biomaterials (Q2); Biotechnology (Q2); Energy Engineering and Power Technology (Q2); Materials Science (miscellaneous) (Q2); Medicine (miscellaneous) (Q2); Process Chemistry and Technology (Q2)",2019
Visual Cognition,"13506285, 14640716",Q1,Arts and Humanities (miscellaneous) (Q1); Cognitive Neuroscience (Q3); Experimental and Cognitive Psychology (Q3),2019
Agronomy Journal,"00021962, 14350645",Q1,Agronomy and Crop Science (Q1),2019
Architectural Engineering and Design Management,"17527589, 17452007",Q1,"Architecture (Q1); Building and Construction (Q1); Business, Management and Accounting (miscellaneous) (Q1)",2019
Hospital pediatrics,"21541671, 21541663",Q1,"Pediatrics (Q1); Medicine (miscellaneous) (Q2); Pediatrics, Perinatology and Child Health (Q2)",2019
International Journal of Sport Policy and Politics,"19406940, 19406959",Q1,"Social Sciences (miscellaneous) (Q1); Tourism, Leisure and Hospitality Management (Q2)",2019
Laboratory Phonology,"18686354, 18686346",Q1,Linguistics and Language (Q1); Podiatry (Q1); Computer Science Applications (Q2),2019
Bioethics,"14678519, 02699702",Q1,Health (social science) (Q1); Philosophy (Q1); Health Policy (Q2),2019
Historical Methods,"19401906, 01615440",Q1,History (Q1),2019
Pervasive and Mobile Computing,15741192,Q1,Computer Networks and Communications (Q1); Computer Science (miscellaneous) (Q1); Hardware and Architecture (Q1); Applied Mathematics (Q2); Computer Science Applications (Q2); Information Systems (Q2); Software (Q2),2019
Quantitative Finance,"14697696, 14697688",Q1,"Economics, Econometrics and Finance (miscellaneous) (Q1); Finance (Q2)",2019
Research and Practice in Technology Enhanced Learning,17937078,Q1,Media Technology (Q1); Education (Q2); Management of Technology and Innovation (Q2); Social Psychology (Q2),2019
Open Quaternary,2055298X,Q1,Anthropology (Q1); Archeology (Q1); Ecology (Q2); Environmental Science (miscellaneous) (Q2); Global and Planetary Change (Q2),2019
Australian Journal of Agricultural and Resource Economics,"1364985X, 14678489",Q1,Agricultural and Biological Sciences (miscellaneous) (Q1); Economics and Econometrics (Q2),2019
Ethnicity and Health,"14653419, 13557858",Q1,"Arts and Humanities (miscellaneous) (Q1); Cultural Studies (Q1); Public Health, Environmental and Occupational Health (Q2)",2019
Sexualities,"14617382, 13634607",Q1,Anthropology (Q1); Gender Studies (Q1),2019
Computer Communications,"1873703X, 01403664",Q1,Computer Networks and Communications (Q1),2019
Eurasian Business Review,"13094297, 21474281",Q1,"Business, Management and Accounting (miscellaneous) (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1)",2019
Journal of Community and Applied Social Psychology,"10529284, 10991298",Q1,Sociology and Political Science (Q1); Social Psychology (Q2),2019
South African Journal of Chemical Engineering,10269185,Q1,Fluid Flow and Transfer Processes (Q1); Education (Q2); Energy (miscellaneous) (Q2); Filtration and Separation (Q2); Process Chemistry and Technology (Q2); Catalysis (Q3),2019
Parasitology Research,"14321955, 09320113",Q1,Veterinary (miscellaneous) (Q1); Insect Science (Q2); Medicine (miscellaneous) (Q2); Parasitology (Q2); Infectious Diseases (Q3),2019
Journal of Business and Industrial Marketing,08858624,Q1,Business and International Management (Q1); Marketing (Q2),2019
American Philosophical Quarterly,00030481,Q1,Philosophy (Q1),2019
European Journal of Cultural Studies,13675494,Q1,Arts and Humanities (miscellaneous) (Q1); Cultural Studies (Q1); Education (Q2),2019
"Engineering, Construction and Architectural Management","1365232X, 09699988",Q1,"Architecture (Q1); Building and Construction (Q1); Business, Management and Accounting (miscellaneous) (Q1); Civil and Structural Engineering (Q2)",2019
Veterinary Clinics of North America - Small Animal Practice,"01955616, 18781306",Q1,Small Animals (Q1),2019
Business History Review,"00076805, 2044768X",Q1,"Business and International Management (Q1); Business, Management and Accounting (miscellaneous) (Q1); History (Q1)",2019
New Forests,"01694286, 15735095",Q1,Forestry (Q1),2019
City and Community,15356841,Q1,Urban Studies (Q1),2019
Cooperation and Conflict,"00108367, 14603691",Q1,Development (Q1); Political Science and International Relations (Q1); Social Sciences (miscellaneous) (Q1); Strategy and Management (Q2),2019
Journal of Thermal Biology,"18790992, 03064565",Q1,Agricultural and Biological Sciences (miscellaneous) (Q1); Biochemistry (Q3); Developmental Biology (Q3); Physiology (Q3),2019
Signs,"15456943, 00979740",Q1,Arts and Humanities (miscellaneous) (Q1); Gender Studies (Q1),2019
Applied Ontology,"18758533, 15705838",Q1,Computer Science (miscellaneous) (Q1); Linguistics and Language (Q1),2019
Chinese Medicine,17498546,Q1,Complementary and Alternative Medicine (Q1); Pharmacology (Q2),2019
International journal of computer assisted radiology and surgery,"18616410, 18616429",Q1,"Computer Graphics and Computer-Aided Design (Q1); Biomedical Engineering (Q2); Computer Science Applications (Q2); Computer Vision and Pattern Recognition (Q2); Health Informatics (Q2); Medicine (miscellaneous) (Q2); Radiology, Nuclear Medicine and Imaging (Q2); Surgery (Q2)",2019
Language and Speech,"00238309, 17566053",Q1,Linguistics and Language (Q1); Sociology and Political Science (Q1); Medicine (miscellaneous) (Q2); Speech and Hearing (Q2),2019
Total Quality Management and Business Excellence,"14783363, 14783371",Q1,"Business, Management and Accounting (miscellaneous) (Q1)",2019
Race and Social Problems,"18671748, 18671756",Q1,Anthropology (Q1); Sociology and Political Science (Q1),2019
Journal of Intelligent and Robotic Systems: Theory and Applications,"15730409, 09210296",Q1,Electrical and Electronic Engineering (Q1); Industrial and Manufacturing Engineering (Q1); Mechanical Engineering (Q1); Artificial Intelligence (Q2); Control and Systems Engineering (Q2); Software (Q2),2019
Political Studies Review,"14789299, 14789302",Q1,Political Science and International Relations (Q1); Sociology and Political Science (Q1),2019
ACM Transactions on Computing Education,19466226,Q1,Computer Science (miscellaneous) (Q1); Education (Q2),2019
Business and Human Rights Journal,"20570198, 20570201",Q1,Business and International Management (Q1); Industrial Relations (Q1); Law (Q1); Sociology and Political Science (Q1),2019
Environment and Society: Advances in Research,"21506779, 21506787",Q1,"Anthropology (Q1); Geography, Planning and Development (Q1); Nature and Landscape Conservation (Q2); Global and Planetary Change (Q3)",2019
Journal of Empirical Legal Studies,"17401453, 17401461",Q1,Law (Q1); Education (Q2),2019
ACM Transactions on Internet Technology,"15576051, 15335399",Q1,Computer Networks and Communications (Q1),2019
Cyberpsychology,18027962,Q1,Communication (Q1); Social Sciences (miscellaneous) (Q1); Information Systems (Q2); Pathology and Forensic Medicine (Q2); Psychology (miscellaneous) (Q2),2019
Contemporary Drug Problems,00914509,Q1,"Law (Q1); Health Policy (Q2); Health (social science) (Q2); Public Health, Environmental and Occupational Health (Q2)",2019
Asian Journal of Pharmaceutical Sciences,"18180876, 2221285X",Q1,Pharmaceutical Science (Q1); Pharmacology (Q2),2019
Vacuum,"0042207X, 18792715",Q1,"Instrumentation (Q1); Surfaces, Coatings and Films (Q1); Condensed Matter Physics (Q2)",2019
Journal of Pharmaceutical Investigation,"20935552, 20936214",Q1,"Pharmaceutical Science (Q1); Pharmacology, Toxicology and Pharmaceutics (miscellaneous) (Q1)",2019
Journal of Urban Affairs,"07352166, 14679906",Q1,Sociology and Political Science (Q1); Urban Studies (Q1),2019
Race and Justice,21533687,Q1,Anthropology (Q1); Law (Q1); Sociology and Political Science (Q1),2019
"Sustainability Accounting, Management and Policy Journal","20408021, 2040803X",Q1,"Business, Management and Accounting (miscellaneous) (Q1); Renewable Energy, Sustainability and the Environment (Q2)",2019
Chinese Journal of Aeronautics,10009361,Q1,Aerospace Engineering (Q1); Mechanical Engineering (Q1),2019
Design Science,20534701,Q1,Engineering (miscellaneous) (Q1); Visual Arts and Performing Arts (Q1); Modeling and Simulation (Q2),2019
Agricultural and Forest Entomology,"14619555, 14619563",Q1,Agronomy and Crop Science (Q1); Forestry (Q1); Insect Science (Q2),2019
Journal of Information Science,"01655515, 17416485",Q1,Library and Information Sciences (Q1); Information Systems (Q2),2019
Journal of Linguistics,"14697742, 00222267",Q1,Linguistics and Language (Q1); Philosophy (Q1),2019
Computer Law and Security Review,02673649,Q1,"Business, Management and Accounting (miscellaneous) (Q1); Computer Networks and Communications (Q1); Law (Q1)",2019
Ethology,"14390310, 01791613",Q1,"Animal Science and Zoology (Q1); Ecology, Evolution, Behavior and Systematics (Q2)",2019
"Language, Culture and Curriculum",07908318,Q1,Linguistics and Language (Q1); Education (Q2),2019
Online Information Review,"14684527, 14684535",Q1,Library and Information Sciences (Q1); Computer Science Applications (Q2); Information Systems (Q2),2019
Reading Teacher,00340561,Q1,Linguistics and Language (Q1); Pharmacology (Q2); Pharmacology (medical) (Q2),2019
Underground Space (China),"20962754, 24679674",Q1,Building and Construction (Q1); Civil and Structural Engineering (Q2); Geotechnical Engineering and Engineering Geology (Q2),2019
AJOB Empirical Bioethics,"23294523, 23294515",Q1,Philosophy (Q1); Health Policy (Q2); Health (social science) (Q2),2019
International Dental Journal,"00206539, 1875595X",Q1,Dentistry (miscellaneous) (Q1),2019
Journal of Cultural Heritage,12962074,Q1,"Anthropology (Q1); Archeology (arts and humanities) (Q1); Conservation (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); History (Q1); Chemistry (miscellaneous) (Q2); Computer Science Applications (Q2); Materials Science (miscellaneous) (Q2); Spectroscopy (Q2)",2019
Journal of Electronic Commerce Research,"19389027, 15266133",Q1,"Economics, Econometrics and Finance (miscellaneous) (Q1); Computer Science Applications (Q2)",2019
Journal of Intellectual and Developmental Disability,"13668250, 14699532",Q1,Arts and Humanities (miscellaneous) (Q1); Education (Q2); Medicine (miscellaneous) (Q2); Psychology (miscellaneous) (Q2),2019
Materials Science in Semiconductor Processing,13698001,Q1,Mechanical Engineering (Q1); Condensed Matter Physics (Q2); Materials Science (miscellaneous) (Q2); Mechanics of Materials (Q2),2019
Azania,"0067270X, 19455534",Q1,Archeology (Q1); Archeology (arts and humanities) (Q1),2019
Surfaces and Interfaces,24680230,Q1,"Surfaces, Coatings and Films (Q1); Chemistry (miscellaneous) (Q2); Condensed Matter Physics (Q2); Physics and Astronomy (miscellaneous) (Q2); Surfaces and Interfaces (Q2)",2019
Bio-Design and Manufacturing,"25228552, 20965524",Q1,Industrial and Manufacturing Engineering (Q1); Biomedical Engineering (Q2); Biotechnology (Q2); Materials Science (miscellaneous) (Q2),2019
Engineering with Computers,"14355663, 01770667",Q1,Engineering (miscellaneous) (Q1); Computer Science Applications (Q2); Modeling and Simulation (Q2); Software (Q2),2019
Journal of Communication Management,1363254X,Q1,Communication (Q1); Strategy and Management (Q2),2019
Computer Standards and Interfaces,09205489,Q1,Hardware and Architecture (Q1); Law (Q1); Software (Q2),2019
Human-centric Computing and Information Sciences,21921962,Q1,Computer Science (miscellaneous) (Q1),2019
Joint Commission Journal on Quality and Patient Safety,15537250,Q1,Leadership and Management (Q1),2019
"Psychology, Crime and Law","14772744, 1068316X",Q1,Law (Q1); Pathology and Forensic Medicine (Q2); Psychology (miscellaneous) (Q2),2019
Journal of Bisexuality,15299716,Q1,Cultural Studies (Q1); Gender Studies (Q1),2019
The Journal of Psychology,"19401019, 00223980",Q1,"Business, Management and Accounting (miscellaneous) (Q1); Education (Q2); Psychology (miscellaneous) (Q2)",2019
American Journal of Emergency Medicine,"15328171, 07356757",Q1,Emergency Medicine (Q1); Medicine (miscellaneous) (Q2),2019
Cultural Trends,"14693690, 09548963",Q1,Communication (Q1); Cultural Studies (Q1); Visual Arts and Performing Arts (Q1),2019
IEEE Transactions on Semiconductor Manufacturing,"08946507, 15582345",Q1,"Industrial and Manufacturing Engineering (Q1); Condensed Matter Physics (Q2); Electrical and Electronic Engineering (Q2); Electronic, Optical and Magnetic Materials (Q2)",2019
International and Comparative Law Quarterly,00205893,Q1,Law (Q1); Political Science and International Relations (Q1),2019
International Journal of Computer Integrated Manufacturing,"0951192X, 13623052",Q1,Aerospace Engineering (Q1); Industrial and Manufacturing Engineering (Q1); Mechanical Engineering (Q1); Computer Science Applications (Q2); Electrical and Electronic Engineering (Q2),2019
Journal of Applied Philosophy,02643758,Q1,Philosophy (Q1),2019
Journal of Linguistic Anthropology,10551360,Q1,Linguistics and Language (Q1),2019
Synthetic Metals,03796779,Q1,"Materials Chemistry (Q1); Mechanical Engineering (Q1); Metals and Alloys (Q1); Condensed Matter Physics (Q2); Electronic, Optical and Magnetic Materials (Q2); Mechanics of Materials (Q2)",2019
International Journal of MS Care,15372073,Q1,Advanced and Specialized Nursing (Q1); Neurology (clinical) (Q3),2019
Water (Switzerland),20734441,Q1,"Geography, Planning and Development (Q1); Aquatic Science (Q2); Water Science and Technology (Q2); Biochemistry (Q3)",2019
Journal of Social and Political Psychology,21953325,Q1,Sociology and Political Science (Q1); Applied Psychology (Q2); Social Psychology (Q2),2019
Journal of Sports Economics,"15270025, 15527794",Q1,"Economics, Econometrics and Finance (miscellaneous) (Q1); Sports Science (Q3)",2019
Journal of the Acoustical Society of America,"15208524, 00014966",Q1,Acoustics and Ultrasonics (Q1); Arts and Humanities (miscellaneous) (Q1),2019
Sociology Compass,17519020,Q1,Social Sciences (miscellaneous) (Q1),2019
"Culture, Agriculture, Food and Environment","21539561, 21539553",Q1,Agricultural and Biological Sciences (miscellaneous) (Q1); Anthropology (Q1); Cultural Studies (Q1); Food Science (Q2),2019
International Journal of Corpus Linguistics,"15699811, 13846655",Q1,Linguistics and Language (Q1),2019
International Journal of Osteoarchaeology,"10991212, 1047482X",Q1,Anthropology (Q1); Archeology (Q1); Archeology (arts and humanities) (Q1),2019
ISPRS International Journal of Geo-Information,22209964,Q1,"Earth and Planetary Sciences (miscellaneous) (Q1); Geography, Planning and Development (Q1); Computers in Earth Sciences (Q3)",2019
Journal of Cybersecurity,20572093,Q1,"Computer Science (miscellaneous) (Q1); Law (Q1); Political Science and International Relations (Q1); Computer Networks and Communications (Q2); Safety, Risk, Reliability and Quality (Q2); Social Psychology (Q2)",2019
